ORDER_ID,CUSTOMER_ID,EVENT_TYPE,TIMESTAMP
10099,CUST099,ORDER_PLACED,1705058499000
10100,CUST000,ORDER_PLACED,1705058500000
10101,CUST001,ORDER_PLACED,1705058501000
10102,CUST002,ORDER_PLACED,1705058502000
10103,CUST003,ORDER_PLACED,1705058503000
10104,CUST004,ORDER_PLACED,1705058504000
10105,CUST005,ORDER_PLACED,1705058505000
10106,CUST006,ORDER_PLACED,1705058506000
10107,CUST007,ORDER_PLACED,1705058507000
10108,CUST008,ORDER_PLACED,1705058508000
10109,CUST009,ORDER_PLACED,1705058509000
10110,CUST010,ORDER_PLACED,1705058510000
10111,CUST011,ORDER_PLACED,1705058511000
10112,CUST012,ORDER_PLACED,1705058512000
10113,CUST013,ORDER_PLACED,1705058513000
10114,CUST014,ORDER_PLACED,1705058514000
10115,CUST015,ORDER_PLACED,1705058515000
10116,CUST016,ORDER_PLACED,1705058516000
10117,CUST017,ORDER_PLACED,1705058517000
10118,CUST018,ORDER_PLACED,1705058518000
10119,CUST019,ORDER_PLACED,1705058519000
10120,CUST020,ORDER_PLACED,1705058520000
10121,CUST021,ORDER_PLACED,1705058521000
10122,CUST022,ORDER_PLACED,1705058522000
10123,CUST023,ORDER_PLACED,1705058523000
10124,CUST024,ORDER_PLACED,1705058524000
10125,CUST025,ORDER_PLACED,1705058525000
10126,CUST026,ORDER_PLACED,1705058526000
10127,CUST027,ORDER_PLACED,1705058527000
10128,CUST028,ORDER_PLACED,1705058528000
10129,CUST029,ORDER_PLACED,1705058529000
10130,CUST030,ORDER_PLACED,1705058530000
10131,CUST031,ORDER_PLACED,1705058531000
10132,CUST032,ORDER_PLACED,1705058532000
10133,CUST033,ORDER_PLACED,1705058533000
10134,CUST034,ORDER_PLACED,1705058534000
10135,CUST035,ORDER_PLACED,1705058535000
10136,CUST036,ORDER_PLACED,1705058536000
10137,CUST037,ORDER_PLACED,1705058537000
10138,CUST038,ORDER_PLACED,1705058538000
10139,CUST039,ORDER_PLACED,1705058539000
10140,CUST040,ORDER_PLACED,1705058540000
10141,CUST041,ORDER_PLACED,1705058541000
10142,CUST042,ORDER_PLACED,1705058542000
10143,CUST043,ORDER_PLACED,1705058543000
10144,CUST044,ORDER_PLACED,1705058544000
10145,CUST045,ORDER_PLACED,1705058545000
10146,CUST046,ORDER_PLACED,1705058546000
10147,CUST047,ORDER_PLACED,1705058547000
10148,CUST048,ORDER_PLACED,1705058548000
10149,CUST049,ORDER_PLACED,1705058549000
10150,CUST050,ORDER_PLACED,1705058550000
10151,CUST051,ORDER_PLACED,1705058551000
10152,CUST052,ORDER_PLACED,1705058552000
10153,CUST053,ORDER_PLACED,1705058553000
10154,CUST054,ORDER_PLACED,1705058554000
10155,CUST055,ORDER_PLACED,1705058555000
10156,CUST056,ORDER_PLACED,1705058556000
10157,CUST057,ORDER_PLACED,1705058557000
10158,CUST058,ORDER_PLACED,1705058558000
10159,CUST059,ORDER_PLACED,1705058559000
10160,CUST060,ORDER_PLACED,1705058560000
10161,CUST061,ORDER_PLACED,1705058561000
10162,CUST062,ORDER_PLACED,1705058562000
10163,CUST063,ORDER_PLACED,1705058563000
10164,CUST064,ORDER_PLACED,1705058564000
10165,CUST065,ORDER_PLACED,1705058565000
10166,CUST066,ORDER_PLACED,1705058566000
10167,CUST067,ORDER_PLACED,1705058567000
10168,CUST068,ORDER_PLACED,1705058568000
10169,CUST069,ORDER_PLACED,1705058569000
10170,CUST070,ORDER_PLACED,1705058570000
10171,CUST071,ORDER_PLACED,1705058571000
10172,CUST072,ORDER_PLACED,1705058572000
10173,CUST073,ORDER_PLACED,1705058573000
10174,CUST074,ORDER_PLACED,1705058574000
10175,CUST075,ORDER_PLACED,1705058575000
10176,CUST076,ORDER_PLACED,1705058576000
10177,CUST077,ORDER_PLACED,1705058577000
10178,CUST078,ORDER_PLACED,1705058578000
10179,CUST079,ORDER_PLACED,1705058579000
10180,CUST080,ORDER_PLACED,1705058580000
10181,CUST081,ORDER_PLACED,1705058581000
10182,CUST082,ORDER_PLACED,1705058582000
10183,CUST083,ORDER_PLACED,1705058583000
10184,CUST084,ORDER_PLACED,1705058584000
10185,CUST085,ORDER_PLACED,1705058585000
10186,CUST086,ORDER_PLACED,1705058586000
10187,CUST087,ORDER_PLACED,1705058587000
10188,CUST088,ORDER_PLACED,1705058588000
10189,CUST089,ORDER_PLACED,1705058589000
10190,CUST090,ORDER_PLACED,1705058590000
10191,CUST091,ORDER_PLACED,1705058591000
10192,CUST092,ORDER_PLACED,1705058592000
10193,CUST093,ORDER_PLACED,1705058593000
10194,CUST094,ORDER_PLACED,1705058594000
10195,CUST095,ORDER_PLACED,1705058595000
10196,CUST096,ORDER_PLACED,1705058596000
10197,CUST097,ORDER_PLACED,1705058597000
10198,CUST098,ORDER_PLACED,1705058598000
10199,CUST099,ORDER_PLACED,1705058599000
10200,CUST000,ORDER_PLACED,1705058600000
10201,CUST001,ORDER_PLACED,1705058601000
10202,CUST002,ORDER_PLACED,1705058602000
10203,CUST003,ORDER_PLACED,1705058603000
10204,CUST004,ORDER_PLACED,1705058604000
10205,CUST005,ORDER_PLACED,1705058605000
10206,CUST006,ORDER_PLACED,1705058606000
10207,CUST007,ORDER_PLACED,1705058607000
10208,CUST008,ORDER_PLACED,1705058608000
10209,CUST009,ORDER_PLACED,1705058609000
10210,CUST010,ORDER_PLACED,1705058610000
10211,CUST011,ORDER_PLACED,1705058611000
10212,CUST012,ORDER_PLACED,1705058612000
10213,CUST013,ORDER_PLACED,1705058613000
10214,CUST014,ORDER_PLACED,1705058614000
10215,CUST015,ORDER_PLACED,1705058615000
10216,CUST016,ORDER_PLACED,1705058616000
10217,CUST017,ORDER_PLACED,1705058617000
10218,CUST018,ORDER_PLACED,1705058618000
10219,CUST019,ORDER_PLACED,1705058619000
10220,CUST020,ORDER_PLACED,1705058620000
10221,CUST021,ORDER_PLACED,1705058621000
10222,CUST022,ORDER_PLACED,1705058622000
10223,CUST023,ORDER_PLACED,1705058623000
10224,CUST024,ORDER_PLACED,1705058624000
10225,CUST025,ORDER_PLACED,1705058625000
10226,CUST026,ORDER_PLACED,1705058626000
10227,CUST027,ORDER_PLACED,1705058627000
10228,CUST028,ORDER_PLACED,1705058628000
10229,CUST029,ORDER_PLACED,1705058629000
10230,CUST030,ORDER_PLACED,1705058630000
10231,CUST031,ORDER_PLACED,1705058631000
10232,CUST032,ORDER_PLACED,1705058632000
10233,CUST033,ORDER_PLACED,1705058633000
10234,CUST034,ORDER_PLACED,1705058634000
10235,CUST035,ORDER_PLACED,1705058635000
10236,CUST036,ORDER_PLACED,1705058636000
10237,CUST037,ORDER_PLACED,1705058637000
10238,CUST038,ORDER_PLACED,1705058638000
10239,CUST039,ORDER_PLACED,1705058639000
10240,CUST040,ORDER_PLACED,1705058640000
10241,CUST041,ORDER_PLACED,1705058641000
10242,CUST042,ORDER_PLACED,1705058642000
10243,CUST043,ORDER_PLACED,1705058643000
10244,CUST044,ORDER_PLACED,1705058644000
10245,CUST045,ORDER_PLACED,1705058645000
10246,CUST046,ORDER_PLACED,1705058646000
10247,CUST047,ORDER_PLACED,1705058647000
10248,CUST048,ORDER_PLACED,1705058648000
10249,CUST049,ORDER_PLACED,1705058649000
10250,CUST050,ORDER_PLACED,1705058650000
10251,CUST051,ORDER_PLACED,1705058651000
10252,CUST052,ORDER_PLACED,1705058652000
10253,CUST053,ORDER_PLACED,1705058653000
10254,CUST054,ORDER_PLACED,1705058654000
10255,CUST055,ORDER_PLACED,1705058655000
10256,CUST056,ORDER_PLACED,1705058656000
10257,CUST057,ORDER_PLACED,1705058657000
10258,CUST058,ORDER_PLACED,1705058658000
10259,CUST059,ORDER_PLACED,1705058659000
10260,CUST060,ORDER_PLACED,1705058660000
10261,CUST061,ORDER_PLACED,1705058661000
10262,CUST062,ORDER_PLACED,1705058662000
10263,CUST063,ORDER_PLACED,1705058663000
10264,CUST064,ORDER_PLACED,1705058664000
10265,CUST065,ORDER_PLACED,1705058665000
10266,CUST066,ORDER_PLACED,1705058666000
10267,CUST067,ORDER_PLACED,1705058667000
10268,CUST068,ORDER_PLACED,1705058668000
10269,CUST069,ORDER_PLACED,1705058669000
10270,CUST070,ORDER_PLACED,1705058670000
10271,CUST071,ORDER_PLACED,1705058671000
10272,CUST072,ORDER_PLACED,1705058672000
10273,CUST073,ORDER_PLACED,1705058673000
10274,CUST074,ORDER_PLACED,1705058674000
10275,CUST075,ORDER_PLACED,1705058675000
10276,CUST076,ORDER_PLACED,1705058676000
10277,CUST077,ORDER_PLACED,1705058677000
10278,CUST078,ORDER_PLACED,1705058678000
10279,CUST079,ORDER_PLACED,1705058679000
10280,CUST080,ORDER_PLACED,1705058680000
10281,CUST081,ORDER_PLACED,1705058681000
10282,CUST082,ORDER_PLACED,1705058682000
10283,CUST083,ORDER_PLACED,1705058683000
10284,CUST084,ORDER_PLACED,1705058684000
10285,CUST085,ORDER_PLACED,1705058685000
10286,CUST086,ORDER_PLACED,1705058686000
10287,CUST087,ORDER_PLACED,1705058687000
10288,CUST088,ORDER_PLACED,1705058688000
10289,CUST089,ORDER_PLACED,1705058689000
10290,CUST090,ORDER_PLACED,1705058690000
10291,CUST091,ORDER_PLACED,1705058691000
10292,CUST092,ORDER_PLACED,1705058692000
10293,CUST093,ORDER_PLACED,1705058693000
10294,CUST094,ORDER_PLACED,1705058694000
10295,CUST095,ORDER_PLACED,1705058695000
10296,CUST096,ORDER_PLACED,1705058696000
10297,CUST097,ORDER_PLACED,1705058697000
10298,CUST098,ORDER_PLACED,1705058698000
10299,CUST099,ORDER_PLACED,1705058699000
10300,CUST000,ORDER_PLACED,1705058700000
10301,CUST001,ORDER_PLACED,1705058701000
10302,CUST002,ORDER_PLACED,1705058702000
10303,CUST003,ORDER_PLACED,1705058703000
10304,CUST004,ORDER_PLACED,1705058704000
10305,CUST005,ORDER_PLACED,1705058705000
10306,CUST006,ORDER_PLACED,1705058706000
10307,CUST007,ORDER_PLACED,1705058707000
10308,CUST008,ORDER_PLACED,1705058708000
10309,CUST009,ORDER_PLACED,1705058709000
10310,CUST010,ORDER_PLACED,1705058710000
10311,CUST011,ORDER_PLACED,1705058711000
10312,CUST012,ORDER_PLACED,1705058712000
10313,CUST013,ORDER_PLACED,1705058713000
10314,CUST014,ORDER_PLACED,1705058714000
10315,CUST015,ORDER_PLACED,1705058715000
10316,CUST016,ORDER_PLACED,1705058716000
10317,CUST017,ORDER_PLACED,1705058717000
10318,CUST018,ORDER_PLACED,1705058718000
10319,CUST019,ORDER_PLACED,1705058719000
10320,CUST020,ORDER_PLACED,1705058720000
10321,CUST021,ORDER_PLACED,1705058721000
10322,CUST022,ORDER_PLACED,1705058722000
10323,CUST023,ORDER_PLACED,1705058723000
10324,CUST024,ORDER_PLACED,1705058724000
10325,CUST025,ORDER_PLACED,1705058725000
10326,CUST026,ORDER_PLACED,1705058726000
10327,CUST027,ORDER_PLACED,1705058727000
10328,CUST028,ORDER_PLACED,1705058728000
10329,CUST029,ORDER_PLACED,1705058729000
10330,CUST030,ORDER_PLACED,1705058730000
10331,CUST031,ORDER_PLACED,1705058731000
10332,CUST032,ORDER_PLACED,1705058732000
10333,CUST033,ORDER_PLACED,1705058733000
10334,CUST034,ORDER_PLACED,1705058734000
10335,CUST035,ORDER_PLACED,1705058735000
10336,CUST036,ORDER_PLACED,1705058736000
10337,CUST037,ORDER_PLACED,1705058737000
10338,CUST038,ORDER_PLACED,1705058738000
10339,CUST039,ORDER_PLACED,1705058739000
10340,CUST040,ORDER_PLACED,1705058740000
10341,CUST041,ORDER_PLACED,1705058741000
10342,CUST042,ORDER_PLACED,1705058742000
10343,CUST043,ORDER_PLACED,1705058743000
10344,CUST044,ORDER_PLACED,1705058744000
10345,CUST045,ORDER_PLACED,1705058745000
10346,CUST046,ORDER_PLACED,1705058746000
10347,CUST047,ORDER_PLACED,1705058747000
10348,CUST048,ORDER_PLACED,1705058748000
10349,CUST049,ORDER_PLACED,1705058749000
10350,CUST050,ORDER_PLACED,1705058750000
10351,CUST051,ORDER_PLACED,1705058751000
10352,CUST052,ORDER_PLACED,1705058752000
10353,CUST053,ORDER_PLACED,1705058753000
10354,CUST054,ORDER_PLACED,1705058754000
10355,CUST055,ORDER_PLACED,1705058755000
10356,CUST056,ORDER_PLACED,1705058756000
10357,CUST057,ORDER_PLACED,1705058757000
10358,CUST058,ORDER_PLACED,1705058758000
10359,CUST059,ORDER_PLACED,1705058759000
10360,CUST060,ORDER_PLACED,1705058760000
10361,CUST061,ORDER_PLACED,1705058761000
10362,CUST062,ORDER_PLACED,1705058762000
10363,CUST063,ORDER_PLACED,1705058763000
10364,CUST064,ORDER_PLACED,1705058764000
10365,CUST065,ORDER_PLACED,1705058765000
10366,CUST066,ORDER_PLACED,1705058766000
10367,CUST067,ORDER_PLACED,1705058767000
10368,CUST068,ORDER_PLACED,1705058768000
10369,CUST069,ORDER_PLACED,1705058769000
10370,CUST070,ORDER_PLACED,1705058770000
10371,CUST071,ORDER_PLACED,1705058771000
10372,CUST072,ORDER_PLACED,1705058772000
10373,CUST073,ORDER_PLACED,1705058773000
10374,CUST074,ORDER_PLACED,1705058774000
10375,CUST075,ORDER_PLACED,1705058775000
10376,CUST076,ORDER_PLACED,1705058776000
10377,CUST077,ORDER_PLACED,1705058777000
10378,CUST078,ORDER_PLACED,1705058778000
10379,CUST079,ORDER_PLACED,1705058779000
10380,CUST080,ORDER_PLACED,1705058780000
10381,CUST081,ORDER_PLACED,1705058781000
10382,CUST082,ORDER_PLACED,1705058782000
10383,CUST083,ORDER_PLACED,1705058783000
10384,CUST084,ORDER_PLACED,1705058784000
10385,CUST085,ORDER_PLACED,1705058785000
10386,CUST086,ORDER_PLACED,1705058786000
10387,CUST087,ORDER_PLACED,1705058787000
10388,CUST088,ORDER_PLACED,1705058788000
10389,CUST089,ORDER_PLACED,1705058789000
10390,CUST090,ORDER_PLACED,1705058790000
10391,CUST091,ORDER_PLACED,1705058791000
10392,CUST092,ORDER_PLACED,1705058792000
10393,CUST093,ORDER_PLACED,1705058793000
10394,CUST094,ORDER_PLACED,1705058794000
10395,CUST095,ORDER_PLACED,1705058795000
10396,CUST096,ORDER_PLACED,1705058796000
10397,CUST097,ORDER_PLACED,1705058797000
10398,CUST098,ORDER_PLACED,1705058798000
10399,CUST099,ORDER_PLACED,1705058799000
10400,CUST000,ORDER_PLACED,1705058800000
10401,CUST001,ORDER_PLACED,1705058801000
10402,CUST002,ORDER_PLACED,1705058802000
10403,CUST003,ORDER_PLACED,1705058803000
10404,CUST004,ORDER_PLACED,1705058804000
10405,CUST005,ORDER_PLACED,1705058805000
10406,CUST006,ORDER_PLACED,1705058806000
10407,CUST007,ORDER_PLACED,1705058807000
10408,CUST008,ORDER_PLACED,1705058808000
10409,CUST009,ORDER_PLACED,1705058809000
10410,CUST010,ORDER_PLACED,1705058810000
10411,CUST011,ORDER_PLACED,1705058811000
10412,CUST012,ORDER_PLACED,1705058812000
10413,CUST013,ORDER_PLACED,1705058813000
10414,CUST014,ORDER_PLACED,1705058814000
10415,CUST015,ORDER_PLACED,1705058815000
10416,CUST016,ORDER_PLACED,1705058816000
10417,CUST017,ORDER_PLACED,1705058817000
10418,CUST018,ORDER_PLACED,1705058818000
10419,CUST019,ORDER_PLACED,1705058819000
10420,CUST020,ORDER_PLACED,1705058820000
10421,CUST021,ORDER_PLACED,1705058821000
10422,CUST022,ORDER_PLACED,1705058822000
10423,CUST023,ORDER_PLACED,1705058823000
10424,CUST024,ORDER_PLACED,1705058824000
10425,CUST025,ORDER_PLACED,1705058825000
10426,CUST026,ORDER_PLACED,1705058826000
10427,CUST027,ORDER_PLACED,1705058827000
10428,CUST028,ORDER_PLACED,1705058828000
10429,CUST029,ORDER_PLACED,1705058829000
10430,CUST030,ORDER_PLACED,1705058830000
10431,CUST031,ORDER_PLACED,1705058831000
10432,CUST032,ORDER_PLACED,1705058832000
10433,CUST033,ORDER_PLACED,1705058833000
10434,CUST034,ORDER_PLACED,1705058834000
10435,CUST035,ORDER_PLACED,1705058835000
10436,CUST036,ORDER_PLACED,1705058836000
10437,CUST037,ORDER_PLACED,1705058837000
10438,CUST038,ORDER_PLACED,1705058838000
10439,CUST039,ORDER_PLACED,1705058839000
10440,CUST040,ORDER_PLACED,1705058840000
10441,CUST041,ORDER_PLACED,1705058841000
10442,CUST042,ORDER_PLACED,1705058842000
10443,CUST043,ORDER_PLACED,1705058843000
10444,CUST044,ORDER_PLACED,1705058844000
10445,CUST045,ORDER_PLACED,1705058845000
10446,CUST046,ORDER_PLACED,1705058846000
10447,CUST047,ORDER_PLACED,1705058847000
10448,CUST048,ORDER_PLACED,1705058848000
10449,CUST049,ORDER_PLACED,1705058849000
10450,CUST050,ORDER_PLACED,1705058850000
10451,CUST051,ORDER_PLACED,1705058851000
10452,CUST052,ORDER_PLACED,1705058852000
10453,CUST053,ORDER_PLACED,1705058853000
10454,CUST054,ORDER_PLACED,1705058854000
10455,CUST055,ORDER_PLACED,1705058855000
10456,CUST056,ORDER_PLACED,1705058856000
10457,CUST057,ORDER_PLACED,1705058857000
10458,CUST058,ORDER_PLACED,1705058858000
10459,CUST059,ORDER_PLACED,1705058859000
10460,CUST060,ORDER_PLACED,1705058860000
10461,CUST061,ORDER_PLACED,1705058861000
10462,CUST062,ORDER_PLACED,1705058862000
10463,CUST063,ORDER_PLACED,1705058863000
10464,CUST064,ORDER_PLACED,1705058864000
10465,CUST065,ORDER_PLACED,1705058865000
10466,CUST066,ORDER_PLACED,1705058866000
10467,CUST067,ORDER_PLACED,1705058867000
10468,CUST068,ORDER_PLACED,1705058868000
10469,CUST069,ORDER_PLACED,1705058869000
10470,CUST070,ORDER_PLACED,1705058870000
10471,CUST071,ORDER_PLACED,1705058871000
10472,CUST072,ORDER_PLACED,1705058872000
10473,CUST073,ORDER_PLACED,1705058873000
10474,CUST074,ORDER_PLACED,1705058874000
10475,CUST075,ORDER_PLACED,1705058875000
10476,CUST076,ORDER_PLACED,1705058876000
10477,CUST077,ORDER_PLACED,1705058877000
10478,CUST078,ORDER_PLACED,1705058878000
10479,CUST079,ORDER_PLACED,1705058879000
10480,CUST080,ORDER_PLACED,1705058880000
10481,CUST081,ORDER_PLACED,1705058881000
10482,CUST082,ORDER_PLACED,1705058882000
10483,CUST083,ORDER_PLACED,1705058883000
10484,CUST084,ORDER_PLACED,1705058884000
10485,CUST085,ORDER_PLACED,1705058885000
10486,CUST086,ORDER_PLACED,1705058886000
10487,CUST087,ORDER_PLACED,1705058887000
10488,CUST088,ORDER_PLACED,1705058888000
10489,CUST089,ORDER_PLACED,1705058889000
10490,CUST090,ORDER_PLACED,1705058890000
10491,CUST091,ORDER_PLACED,1705058891000
10492,CUST092,ORDER_PLACED,1705058892000
10493,CUST093,ORDER_PLACED,1705058893000
10494,CUST094,ORDER_PLACED,1705058894000
10495,CUST095,ORDER_PLACED,1705058895000
10496,CUST096,ORDER_PLACED,1705058896000
10497,CUST097,ORDER_PLACED,1705058897000
10498,CUST098,ORDER_PLACED,1705058898000
10499,CUST099,ORDER_PLACED,1705058899000
10500,CUST000,ORDER_PLACED,1705058900000
10501,CUST001,ORDER_PLACED,1705058901000
10502,CUST002,ORDER_PLACED,1705058902000
10503,CUST003,ORDER_PLACED,1705058903000
10504,CUST004,ORDER_PLACED,1705058904000
10505,CUST005,ORDER_PLACED,1705058905000
10506,CUST006,ORDER_PLACED,1705058906000
10507,CUST007,ORDER_PLACED,1705058907000
10508,CUST008,ORDER_PLACED,1705058908000
10509,CUST009,ORDER_PLACED,1705058909000
10510,CUST010,ORDER_PLACED,1705058910000
10511,CUST011,ORDER_PLACED,1705058911000
10512,CUST012,ORDER_PLACED,1705058912000
10513,CUST013,ORDER_PLACED,1705058913000
10514,CUST014,ORDER_PLACED,1705058914000
10515,CUST015,ORDER_PLACED,1705058915000
10516,CUST016,ORDER_PLACED,1705058916000
10517,CUST017,ORDER_PLACED,1705058917000
10518,CUST018,ORDER_PLACED,1705058918000
10519,CUST019,ORDER_PLACED,1705058919000
10520,CUST020,ORDER_PLACED,1705058920000
10521,CUST021,ORDER_PLACED,1705058921000
10522,CUST022,ORDER_PLACED,1705058922000
10523,CUST023,ORDER_PLACED,1705058923000
10524,CUST024,ORDER_PLACED,1705058924000
10525,CUST025,ORDER_PLACED,1705058925000
10526,CUST026,ORDER_PLACED,1705058926000
10527,CUST027,ORDER_PLACED,1705058927000
10528,CUST028,ORDER_PLACED,1705058928000
10529,CUST029,ORDER_PLACED,1705058929000
10530,CUST030,ORDER_PLACED,1705058930000
10531,CUST031,ORDER_PLACED,1705058931000
10532,CUST032,ORDER_PLACED,1705058932000
10533,CUST033,ORDER_PLACED,1705058933000
10534,CUST034,ORDER_PLACED,1705058934000
10535,CUST035,ORDER_PLACED,1705058935000
10536,CUST036,ORDER_PLACED,1705058936000
10537,CUST037,ORDER_PLACED,1705058937000
10538,CUST038,ORDER_PLACED,1705058938000
10539,CUST039,ORDER_PLACED,1705058939000
10540,CUST040,ORDER_PLACED,1705058940000
10541,CUST041,ORDER_PLACED,1705058941000
10542,CUST042,ORDER_PLACED,1705058942000
10543,CUST043,ORDER_PLACED,1705058943000
10544,CUST044,ORDER_PLACED,1705058944000
10545,CUST045,ORDER_PLACED,1705058945000
10546,CUST046,ORDER_PLACED,1705058946000
10547,CUST047,ORDER_PLACED,1705058947000
10548,CUST048,ORDER_PLACED,1705058948000
10549,CUST049,ORDER_PLACED,1705058949000
10550,CUST050,ORDER_PLACED,1705058950000
10551,CUST051,ORDER_PLACED,1705058951000
10552,CUST052,ORDER_PLACED,1705058952000
10553,CUST053,ORDER_PLACED,1705058953000
10554,CUST054,ORDER_PLACED,1705058954000
10555,CUST055,ORDER_PLACED,1705058955000
10556,CUST056,ORDER_PLACED,1705058956000
10557,CUST057,ORDER_PLACED,1705058957000
10558,CUST058,ORDER_PLACED,1705058958000
10559,CUST059,ORDER_PLACED,1705058959000
10560,CUST060,ORDER_PLACED,1705058960000
10561,CUST061,ORDER_PLACED,1705058961000
10562,CUST062,ORDER_PLACED,1705058962000
10563,CUST063,ORDER_PLACED,1705058963000
10564,CUST064,ORDER_PLACED,1705058964000
10565,CUST065,ORDER_PLACED,1705058965000
10566,CUST066,ORDER_PLACED,1705058966000
10567,CUST067,ORDER_PLACED,1705058967000
10568,CUST068,ORDER_PLACED,1705058968000
10569,CUST069,ORDER_PLACED,1705058969000
10570,CUST070,ORDER_PLACED,1705058970000
10571,CUST071,ORDER_PLACED,1705058971000
10572,CUST072,ORDER_PLACED,1705058972000
10573,CUST073,ORDER_PLACED,1705058973000
10574,CUST074,ORDER_PLACED,1705058974000
10575,CUST075,ORDER_PLACED,1705058975000
10576,CUST076,ORDER_PLACED,1705058976000
10577,CUST077,ORDER_PLACED,1705058977000
10578,CUST078,ORDER_PLACED,1705058978000
10579,CUST079,ORDER_PLACED,1705058979000
10580,CUST080,ORDER_PLACED,1705058980000
